title;image_link;first_name;last_name;infix;publication_year;audiobook;pages;blurb;summary;themes;reading_level;recommendation_text;review_text;review_link;secondary_literature_text;secondary_literature_link
De stille kracht;https://media.s-bol.com/kZY1LYgRYLZX/135x210.jpg;Louis;Couperus;;1900;;206;Centraal staat het residentiehuis van Van Oudijck in Laboewangi. Zijn jonge, tweede vrouw Léonie is een zinnelijke vrouw, die ervan houdt om mannen te verleiden.;"Een Nederlandse bestuurder in Nederlands-Indië merkt te laat op dat hij te goed van vertrouwen is: van allerlei kanten, ook door mensen heel dichtbij hem, wordt hij bedrogen. En dan worden hij en zijn vrouw ook nog eens geconfronteerd met onverklaarbare, angstaanjagende verschijnselen, aanvallen vanuit het niets: ""stille krachten"".";"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""liefde"",""misdaad"",""ouders-en-kinderen"",""rebellie""";3;;;;Besproken in Literair Lexicon;
Eline Vere;https://media.s-bol.com/x9AqKQ02xwRn/wVryqWX/157x210.jpg;Louis;Couperus;;1889;;568;"Eline Vere is na de dood van haar ouders samen met haar zusje Betsy opgevoed door een oudere tante.

Betsy trouwt met de rijke Henk van Raat en na tante's dood trekt Eline bij hen in.";"Eline Vere is na de dood van haar ouders samen met haar zusje Betsy opgevoed door een oudere tante.

Betsy trouwt met de rijke Henk van Raat en na tante's dood trekt Eline bij hen in. Als het verhaal begint, woont ze er al drie jaar. Eline vult haar dagen met visites maken, zingen, lezen, samen met Betsy gasten ontvangen en naar de opera gaan. Ze geeft zich graag over aan fantasierijke bespiegelingen, die de realiteit vervangen. In de Haagse kringen vinden veel meisjes Eline kil en aanstellerig.

Otto van Erlevoort verklaart Eline zijn liefde en hij vraagt haar ten huwelijk. Hoewel Eline geen liefde voelt en eigenlijk niet weet wat ze wil, stemt ze, in een emotionele bui, toe. Een tijdje later wordt het paar uitgenodigd de zomermaanden op de Horze, het landgoed van de familie Van Erlevoort, door te brengen. Hier heeft Eline de gelukkigste tijd van haar leven.

Vincent Vere, een neef van Betsy en Eline, heeft tijdens Eline's afwezigheid bij Betsy mogen logeren. Hij is een decadente, ziekelijk nerveuze jongeman, die wel veel van de wereld gezien heeft, maar het niet ver heeft geschopt. Eline voelt zich verwant met Vincent en voert lange gesprekken met hem. Op den duur vormt Vincent een bron van spanning in huize Van Raat; Eline kiest radicaal voor haar neef, en dat leidt uiteindelijk tot een breuk met Otto en daarna met Betsy. Vanaf dan gaat het met Eline bergafwaarts: haar gezondheid, zowel lichamelijk als geestelijk, heeft ernstig te lijden onder haar gebrek aan levenskracht. Tegen het eind van het verhaal verschijnt er nog een nieuwe man in haar leven: Lawrence St Clare, een vriend van Vincent uit Amerika. Zal hij erin slagen het leven van Eline een positieve wending te geven?";;5;"Mevrouw Verberg over dit boek: ' een schitterende roman over Den Haag of liever gezegd ‘s-Gravenhage van lang geleden. Eline Vere is een jonge vrouw van goede komaf die hartstochtelijk probeert om uit haar burgerlijke milieu te ontsnappen. Het einde is dramatisch. Dit is een echt Haagsche roman die niet mag ontbreken op deze lijst.'
";;;Besproken in Literair Lexicon / Literatuurboek;
Ik, Jan Cremer;https://media.s-bol.com/39nrBjQr4RKn/647x1200.jpg;Jan;Cremer;;1964;;363;Met meer dan 1 miljoen verkochte exemplaren alleen al in Nederland, werd het boek inderdaad de 'onverbiddelijke bestseller' zoals op het omslag van de eerste druk al was aangekondigd. Ik Jan Cremer geeft een schitterend beeld van een tijd waarin alles voor het eerst mogelijk werd, en is met even aanstekelijke energie als humor geschreven.;Ik Jan Cremer veroorzaakte bij verschijning in 1964 een ware revolutie. De meerderheid van de critici was geschokt door het boek, boekhandels weigerden het te verkopen, ouders verboden hun kinderen het te lezen. Uiteraard deden ze dat wel, en groten getale. Dit boek is een schelmenroman over het leven van schrijver en schilder Jan Cremer, die op reis gaat, schildert, verhalen vertelt, vrouwen versiert en motor rijdt. Met meer dan 1 miljoen verkochte exemplaren alleen al in Nederland, werd het boek inderdaad de 'onverbiddelijke bestseller' zoals op het omslag van de eerste druk al was aangekondigd. Ik Jan Cremer geeft een schitterend beeld van een tijd waarin alles voor het eerst mogelijk werd, en is met even aanstekelijke energie als humor geschreven.;;4;;;;Besproken in Literair Lexicon;
Fabriekskinderen;https://media.s-bol.com/qrm2E8pjmM6r/XZq335/157x210.jpg;Jacob Jan;Cremer;;1863;;39;Het verhaal begint 's ochtends vroeg, rond zes uur, aan het eind van een koude winternacht. Drie kinderen lopen door de stille straten van een achterbuurt in Leiden. Het zijn de oudste drie kinderen van Gerrit Zwarte, een werkloze timmermansknecht die aan de drank is. Zij zijn op weg naar een Leidse stoomwolspinnerij, waar zij de kost moeten verdienen. Saartje van elf heeft koorts, maar ziek thuis blijven kan niet.;"Het verhaal begint 's ochtends vroeg, rond zes uur, aan het eind van een koude winternacht. Drie kinderen lopen door de stille straten van een achterbuurt in Leiden. Het zijn de oudste drie kinderen van Gerrit Zwarte, een werkloze timmermansknecht die aan de drank is. Zij zijn op weg naar een Leidse stoomwolspinnerij, waar zij de kost moeten verdienen. Saartje van elf heeft koorts, maar ziek thuis blijven kan niet.

De jongste, de tienjarige Sander, is nog zo moe van het werk van de vorige dag, dat hij onderweg op de stoep gaat liggen om verder te slapen. We volgen de oudste twee kinderen tot in de fabriek; Sander wordt door een rechtenstudent opgeraapt en meegenomen naar zijn kamers.
De verteller laat ons goed zien en voelen hoe het de verschillende personages vergaat, en knoopt er een duidelijke boodschap aan vast.";;3;;;;;
Het lied van ooievaar en dromedaris;https://media.s-bol.com/w7ENRkXYRg6R/jYAvEqB/148x210.jpg;Anjet;Daanje;;2022;;656;Deze roman heeft de lezer veel te bieden: het is een vol en rijk boek. In de elf hoofdstukken wordt telkens een compleet, afgerond verhaal verteld, dat in alle gevallen gerelateerd is aan het verhaal dat het uitgangspunt vormt: de mysteries rond het leven van de 19e-eeuwse schrijfster Eliza May Drayden.;Het lied van ooievaar en dromedaris Eliza May Drayden, het hoofdpersonage van Het lied van ooievaar en dromedaris, is al dood als de roman in het jaar 1847 in het Yorkshire dorpje Bridge Fowling begint. Ieder volgend hoofdstuk schuift ten opzichte van het voorgaande een stukje op in de tijd, totdat het verhaal in het elfde hoofdstuk in onze huidige tijd is aangeland. De roman vertelt dan ook niet over Eliza May Draydens leven, maar over haar roerige leven na de dood. De lezer leert Eliza May kennen via de levens van anderen, en via biografieën en verhandelingen over haar, want zij was de schrijfster van een uitzonderlijke roman, die tijdens haar leven werd verguisd, maar die in de loop van 170 jaar door steeds meer lezers als een meesterwerk wordt gezien. Over haar leven is bitter weinig bekend, de omstandigheden waaronder ze stierf zijn een mysterie, en naast haar roman is de enige tekst die ze heeft nagelaten een aantekenboekje met daarin geheimzinnige tekeningen, gedichten en tabellen. Anjet Daanje liet zich voor haar roman inspireren door het leven en werk van de negentiende-eeuwse schrijfster Emily Brontë. Het lied van ooievaar en dromedaris borduurt voort op de ingenieuze verhaalstructuur van de roman Wuthering Heights. Waar Wuthering Heights twee vertellers heeft en het verhaal twee generaties en twee keer achttien jaar omspant, heeft Het lied van ooievaar en dromedaris elf vertellers die de lezer meenemen in een verhaal dat zich over drie eeuwen uitstrekt.;;6;;;;https://www.jeugdbibliotheek.nl/12-18-jaar/lezen-voor-de-lijst/15-18-jaar/niveau-6/het-lied-van-ooievaar-en-dromedaris.html;
De tranen van Kuif den Dolder;https://media.s-bol.com/JN0WvGYRq81l/l5Evvpj/130x210.jpg;Nico;Dijkshoorn;;2009;;191;Kuif den Dolder heeft tot zijn negentiende nooit een voetbal aangeraakt. Als hij op een dag staat te kijken bij een training van het eerste elftal van VV Uffelte en toevallig een bal aanneemt, blijkt hij een natuurtalent te zijn.;"Kuif den Dolder heeft tot zijn negentiende nooit een voetbal aangeraakt.

Als hij op een dag staat te kijken bij een training van het eerste elftal van VV Uffelte en toevallig een bal aanneemt, blijkt hij een natuurtalent te zijn. Sterker nog, hij is een voetbalgod die alle andere spelers in de schaduw stelt. Al gauw staat AC Milan voor de deur, maar Kuif vindt het belangrijker dat zijn eten niet koud wordt. De andere spelers van VV Uffelte hebben Kuif nodig om wedstrijden te winnen, maar kunnen het maar slecht verteren dat zij, vergeleken met Kuif, eigenlijk maar arme sukkelaars zijn. Het begint met kleine pesterijtjes, maar al gauw worden de geintjes die ze met Kuif uithalen steeds vervelender. Uiteindelijk wordt het Kuif te veel.";"""sport"",""eenzaamheid"",";2;;;;;
Indische duinen;https://media.s-bol.com/RPjzGWykEYYY/139x210.jpg;Adriaan;Dis;van;1994;;314;Bij het sterfbed van zijn oudere zus overdenkt een man de vreemde situaties destijds in het gezin waartoe hij behoorde.;Indische duinen is het relaas van oorlogsslachtoffers: de vader van de dochters is gestorven en de moeder hertrouwt met een man die ook de sporen van de oorlog meedraagt. Hun zoon, de ik in dit verhaal, vertelt over zijn halfzussen, zijn ouders, en de moeizame relatie met zijn vader. Als de zoon gaat praten met familieleden moet hij zijn beeld over vroeger danig gaan bijstellen.;"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""liefde"",""oorlog"",""op-zoek-naar-je-wortels"",""rebellie"",""ziekte-en-dood"",""vrouwenstrijd"",""berust-op-werkelijkheid""";4;;;;Besproken in Literair Lexicon;
Familieziek;https://media.s-bol.com/rmElkknZ23zp/BLXPQ1W/139x210.jpg;Adriaan;Dis;van;2002;;201;Een jongetje dat zich niet echt geaccepteerd voelt thuis, beschrijft het opmerkelijke gezin waar hij deel van uitmaakt;"In Familieziek, een roman in taferelen, die in 2002 verscheen, beschrijft Adriaan van Dis de merkwaardige gezinssituatie waarin hij is opgegroeid. Zijn moeder zette zich af tegen haar dorpse familie en volgde de ""liefde van haar leven"" naar het toenmalige Nederlands-Indië. Ze kreeg daar drie dochters. In de Tweede Wereldoorlog kwam zij met haar dochters, gescheiden van haar man, in een Jappenkamp terecht. Haar man overleefde zijn kamptijd niet. Meteen na de oorlog hertrouwde ze om haar dochters weer een vader te geven. Het gezin repatrieerde en kwam in Bergen (Noord-Holland) terecht. Uit dat tweede huwelijk werd Adriaan geboren. Zijn vader bleek in hevige mate getraumatiseerd door zijn oorlogservaringen en dat maakte het leven van het hele gezin - maar met name dat van Adriaan - tot een hel. Zijn moeder en de halfzusjes vormden een blok tegen de vader en in mindere mate ook tegen Adriaan. In Familieziek beschrijft Van Dis op een soms wrang-geestige manier de jonge jaren van ""de jongen"". ""Thuis heet hij: hé jochie, vent of jongen (!.) en soms als de meisjes vrijerig zijn, noemen ze hem heel lief broer. Nooit bij zijn naam. Maar goed ook, want hij heeft een hekel aan zijn naam"" (pagina 19).
Het verhaal leest erg vlot, mede dankzij de indeling in heel korte hoofdstukken (taferelen). Maar van de inhoud word je niet echt vrolijk. Desondanks is het zeker een aanrader!
";"""oorlog"",""op-zoek-naar-je-wortels"",""ouders-en-kinderen"",""psychische-gestoordheid"",""berust-op-werkelijkheid""";3;;;;;
Naar zachtheid en een warm omhelzen;https://media.s-bol.com/8x8jOY6DGX0r/0G1p7L/136x210.jpg;Adriaan;Dis;van;2023;;224;Een negenjarige jongen wordt tijdens een inzinking van zijn door oorlogsherinneringen gekwelde vader opgevangen in het huis van zijn grootouders. Maar in dat huis wacht hem een andere oorlog:;"Een negenjarige jongen wordt tijdens een inzinking van zijn door oorlogsherinneringen gekwelde vader opgevangen in het huis van zijn grootouders. Maar in dat huis wacht hem een andere oorlog: de vrouw die door de barse grootvader was aangenomen als ‘meid voor dag en nacht’ verzet zich steeds meer tegen haar dienende rol. Zij, Ommie, vervult de rol van grootmoeder en groeit uit tot vredestichter in de gehavende familie van haar broodheer. Ook tijdens de oorlog bleek zij al een heldin. De jongen spiegelt zich aan haar dapperheid en zij helpt hem zijn angsten te overwinnen. Er ontstaat een hechte band tussen die twee – gekleurd door hun hunkering naar liefde en erkenning. In de reconstructie van Ommies leven en die ingrijpende zomer schakelt van Dis op verrassende wijze van vroeger naar nu en laat zo zien wat het heden zegt over het verleden. Met Naar zachtheid en een warm omhelzen schrijft hij een vergeten hoofdstuk uit zijn oeuvre.
Productspecificaties
Zoeken naar kenmerken?
Zoeken naar kenmerken?
Inhoud
Taal
nl
Bindwijze
Paperback
Oorspronkelijke releasedatum
22 augustus 2023
Aantal pagina's
224
Kaarten inbegrepen
Nee
Illustraties
Nee
Betrokkenen
Hoofdauteur
Adriaan van Dis
Hoofduitgeverij
Atlas Contact
Overige kenmerken
Dyslexievriendelijk
Nee
Editie
1
Extra groot lettertype
Nee
Product breedte
141 mm
Product hoogte
20 mm
Product lengte
211 mm
Studieboek
Nee
Verpakking breedte
141 mm
Verpakking hoogte
20 mm
Verpakking lengte
211 mm
Verpakkingsgewicht
336 g
eWaste
Nee
EAN
EAN
9789025473389
Je vindt dit artikel in
Categorieën
Literatuur & Romans Boeken
Reviews
Gemiddelde van 7 reviews
4,9
6
1
0
0
0
Hoe controleren en plaatsen wij reviews?
Sorteer op:

Meest behulpzame
Prachtige en ontroerende geschiedenis van een kleine jongen.
Leesster 50-59 jaar Alphen aan den Rijn 31 augustus 2023 Heeft dit artikel gekocht
Positieve punten
Ontroerend
Mooi geschreven
Boeiend tot de laatste pagina.
Geschreven bij Naar zachtheid en een warm omhelzen

Prachtig verhaal van de ervaringen van een kleine jongen in een omgeving vol oorlogstrauma’s. Hij wordt enigszins gered door de plaatsvervangende oma die haar liefde wel durft te tonen.
Mooi geschreven zoals we dat van Adriaan van Dis kennen.

Vond je dit een nuttige review?
25 0 Ongepaste review?
Weergaloos
DhrZw 30-39 jaar 27 januari 2024 Heeft dit artikel gekocht
Positieve punten
Prachtig verhaal
Geschreven bij Naar zachtheid en een warm omhelzen

Het dagelijks leven wordt poëzie met van Dis. Weergaloos!

Vond je dit een nuttige review?
1 0 Ongepaste review?
Ontroerend mooi boek
Fredy1943 70+ jaar Utrecht 14 december 2023 Heeft dit artikel gekocht
Positieve punten
Boeiend mooi en goed geschreven
Mooi
Mooi en goed geschreven
Negatieve punten
Geen
Ontroerend en goed geschreven boek

Vond je dit een nuttige review?
1 0 Ongepaste review?
Prachtig geschreven
RikieD 60-69 jaar Nederasselt 10 december 2023 Heeft dit artikel gekocht
Wederom een prachtig geschreven boek, aanrader.

Vond je dit een nuttige review?
1 0 Ongepaste review?
Prachtig boek!
bulldozer7 70+ jaar Amsterdam 15 oktober 2023 Heeft dit artikel gekocht
Prachtig boek!

Vond je dit een nuttige review?
3 1 Ongepaste review?
mooi boek
leida15 70+ jaar Overijssel 11 november 2023 Heeft dit artikel gekocht
heel mooi boek zeker in deze tijd

Vond je dit een nuttige review?
2 1 Ongepaste review?
Kies gewenste uitvoering
Kies je bindwijze (2)
E-book
€13,99
E-book in Kobo Plus
Gratis voor abonnees
Paperback
€22,99
Prijsinformatie en bestellenDe prijs van dit product is 22 euro en 99 cent.
22
99
Op voorraad Select
Voor 23:59 uur besteld, dinsdag in huis 
Verkoop door bol.com
Naar zachtheid en een warm omhelzen
22,99 verkoop door: bol.com
Prijs inclusief verzendkosten, verstuurd door bol
Ophalen bij een bol afhaalpunt mogelijk
30 dagen bedenktijd en gratis retourneren
Dag en nacht klantenservice
Shop dit artikel
Tweedehands
Conditie: Als nieuw
19,95
Naar zachtheid en een warm omhelzen
Bij 9 partners
verkrijgbaar
Naar zachtheid en een warm omhelzen
Meer boeken inspiratie
We verzamelen de nieuwste boeken, tips vanuit collega's en actuele thema's op de Boeken Inspiratie pagina.

Lees boeken inspiratie
Bekijk ook eens
Twisted special edition 5 - Twisted Love Games Hate Lies set
Twisted special edition 5 - Twisted Love Games Hate Lies set
€35,00
Kings of sin 1 - King of wrath
Kings of sin 1 - King of wrath
€20,00
Anderen bekeken ook
De kolonie mept terug";;3;;;;;
In het buitengebied;https://media.s-bol.com/gJ5qGl4WzG8Z/134x210.jpg;Adriaan;Dis;van;2017;;140;Een oudere schrijver is op het platteland gaan wonen en legt daar opmerkelijke contacten.;De ik, een oudere schrijver, woont alleen in het oosten van het land, op het platteland. Hij gaat uiteenlopende contacten aan, met een robotmeisje, met een dubieuze folderbezorger, maar ook met een licht-hysterische kunstbevorderaarster. De liefde, gezondheid, rijkdom en armoede, eenzaamheid en moeizame pogingen tot contact, alles passeert de revue in deze onderkoeld geschreven roman in korte verhalen.;"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""kunst-en-kunstenaar"",""liefde"",""berust-op-werkelijkheid""";4;;;;;
De wandelaar;https://media.s-bol.com/N5m8mgkNnM5p/BLm61qY/138x210.jpg;Adriaan;Dis;van;2007;;219;"Het boek De wandelaar speelt zich in Parijs af. De afgelopen jaren -en nog steeds eigenlijk- broeide het in Parijs: in de arme voorsteden, maar ook in ""woonkazernes"" (eigenlijk min of meer krottenwijken), dichter bij het hart van de stad, wonen grote aantallen ""kanslozen"", mensen die of illegaal, of gehandicapt, maar in ieder geval arm en werkeloos zijn.";"Op een avond wordt de hoofdpersoon, de brave oudere meneer Mulder, tegen zijn zin geconfronteerd met dit verschijnsel. Door een toeval raakt hij ""thuis"" in de wereld van deze ""kanslozen"". Hij wil wel wat doen om hen te helpen, maar het pakt allemaal verkeerd uit.
Een soms aangrijpend, maar vaak ook humoristisch verhaal over een gewone Nederlander in Parijs.
";"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""humor"",""liefde"",""misdaad"",""rebellie"",""ziekte-en-dood"",""vrouwenstrijd""";3;;;;;
De stiefmoeder;https://media.s-bol.com/mnzyoVQXGpZn/ML6nW3/136x210.jpg;Renate;Dorrestein;;2011;;222;Al twaalf jaar vormen kunstenares Claire, haar man Alex en zijn dochter Josefien een hecht gezin, maar als Josefien haar stiefmoeder met een geheim opzadelt, komen er diepe barsten in de eerst zo gave relatie.;Alex, Claire en Josefien vormen een perfect (stief-)gezin. Josefien laat haar stiefmoeder Claire geheimhouding zweren als ze haar toevertrouwt wat Josefien is overkomen. Dat geheim komt tussen hen drieën te staan, veroorzaakt ruzies en onbegrip en drijft met name Claire en haar man steeds verder uit elkaar!;"""andere-plaatsen-andere-tijden"",""de-adolescent"",""humor"",""kunst-en-kunstenaar"",""liefde"",""ouders-en-kinderen"",""psychische-gestoordheid"",""rebellie"",""vrouwenstrijd""";3;;;;;
Zonder genade;https://media.s-bol.com/gJY4Gl85xkDY/131x210.jpg;Renate;Dorrestein;;2001;;256;Bij een geval van zinloos geweld sterft een jongen. Zijn moeder en stiefvader hebben grote moeite om daarmee om te gaan.;De hoofdpersoon is Phinus Vermeer. Hij is getrouwd en heeft een zoon, Jem. Jem is weliswaar zijn pleegzoon, maar hij houdt zielsveel van hem. Phinus heeft een baan in een fabriek voor gezelschapsspellen. Hij en zijn vrouw Franka hebben een gelukkig huwelijk, totdat het noodlot hen treft. Jem wordt bij toeval in een discotheek doodgeschoten. Phinus raakt op slag alle greep op de werkelijkheid kwijt en komt in steeds treuriger, uitzichtlozer situaties terecht. Eerst nog samen met zijn vrouw, maar uiteindelijk staat hij er moederziel alleen voor.;"""liefde"",""ouders-en-kinderen"",""ziekte-en-dood"",""misdaad""";2;;;;;
Hart van steen;https://media.s-bol.com/gkV3wl4EYMKk/168x206.jpg;Renate;Dorrestein;;1998;;240;De enige overlevende van een gezinsdrama heeft moeite om haar leven op te pakken.;Een hart van steen vertelt het verhaal van Ellen, een meisje van twaalf dat zich grote zorgen maakt als ze hoort dat haar moeder voor de vijfde keer zwanger is. Ze wil geen nieuw broertje of zusje meer, maar als het zusje er dan toch is, voelt ze zich schuldig over al het ergs dat ze de baby heeft toegewenst. En dan gaan er heel akelige dingen gebeuren in het zo vredig ogende gezin van de Van Bemmels. Het is een gruwelijk verhaal, dat de achtergronden schetst van een drama zoals ze de laatste jaren regelmatig zijn aan te treffen op de voorpagina's van de kranten. De afloop is verrassend, zoals zoveel in de boeken van Dorrestein verrassend is. Ze weet je ook in dit boek weer enkele keren op het verkeerde been te zetten, en vertelt op vaak heel humoristische wijze over de meest gruwelijke zaken.;"""psychische-gestoordheid"",""ziekte-en-dood"",""familie""";3;;;;;
Verborgen gebreken;https://media.s-bol.com/mky16Q853mO3/A271mB/132x210.jpg;Renate;Dorrestein;;1996;;293;"Een oudere vrouw in een krakkemikkig vakantiehuis, twee jonge kinderen, weggelopen van huis: een opmerkelijk ""gezinnetje"".";Verborgen gebreken vertelt over een vrouw op leeftijd, Agnes, ongetrouwd. Elk jaar gaat ze op vakantie naar het huisje van de familie in Schotland, en steeds gingen neefjes en nichtjes graag met haar mee. Dit jaar echter gaat ze alleen, met de urn met daarin de as van haar oudste broer, met wie ze een heel speciale band had. Onderweg verstoppen zich twee Nederlandse kinderen in haar auto, de tienjarige Chrissie die denkt dat ze haar broer vermoord heeft, en haar jongere broertje Tommy. Als Agnes hen ontdekt, besluit ze hen maar mee te nemen. En dan ontwikkelt zich een deels humoristische, deels tragische geschiedenis. Een echt Dorresteinverhaal!;"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""humor"",""liefde"",""ouders-en-kinderen"",""rebellie"",""ziekte-en-dood"",""vrouwenstrijd""";3;;;;;
Mijn zoon heeft een seksleven en ik lees mijn moeder Roodkapje voor;https://media.s-bol.com/qoZgwQqGxrRR/jkV5Xl/136x210.jpg;Renate;Dorrestein;;2006;;303;Een vrouw in de overgang heeft het moeilijk met zichzelf, met het loslaten van haar opgroeiende kinderen en met haar dementerende moeder.;"Het verhaal beschrijft de problemen van Heleen, 50 jaar oud, gelukkig getrouwd met Peter,en moeder van twee kinderen, Storm, aan het backpacken in Australië, en Lizzy, 13 jaar. Heleens leven is de laatste tijd niet meer helemaal probleemloos: ze is in de overgang en voelt dat op allerlei momenten en manieren. Haar seksleven lijdt eronder, haar humeur eveneens, en het besef dat ze in een nieuwe levensfase gekomen is, zet aan tot nadenken. Dan krijgt haar moeder een herseninfarct en beginnen de problemen pas echt: haar moeder lijdt aan afasie, kan zich dus niet meer helder uitdrukken en raakt de grip op haar leven grotendeels kwijt. En zo vindt Heleen zich terug in een ""spagaat"": ze moet enerzijds accepteren dat haar kinderen volwassen worden, bijvoorbeeld een seksleven krijgen, en anderzijds dat haar volwassen moeder kinds wordt. En tussendoor moet ze alle zeilen bijzetten om haar relatie met haar man goed te houden.
Het is bepaald niet alleen een boek voor vrouwen in de overgang. Met de haar eigen humor en haar gevoel voor verrassende wendingen weet Dorrestein iedere lezer een paar aangename uren te bezorgen, en wellicht wat meer begrip op te laten brengen voor een levensfase waarin, net zoals in de puberteit, de hormonen door je lijf razen en daar allerhande soorten ellende teweegbrengen.";"""liefde"",""vrouwenstrijd""";3;;;;;
Het duister dat ons scheidt;https://media.s-bol.com/9ozO4Xw0voY/130x210.jpg;Renate;Dorrestein;;2003;;352;Een vrouw zit gevangen omdat ze de man die haar dochter misbruikt zou hebben, gedood heeft. Maar wat is er werkelijk gebeurd?;"Het boek bestaat uit drie delen: het eerste is geschreven in een 'wij'-perspectief en vertelt de lotgevallen van een groepje kleine kinderen in een Vinex-wijk ergens in Nederland. De sfeer van veilige rust in deze wijk wordt in 'n keer compleet kapotgemaakt als er een moord wordt gepleegd. Het slachtoffer, een getrouwde man, zou vermoord zijn omdat hij zijn handen niet van een klein meisje af had kunnen houden: haar moeder zou in haar woede over het seksueel misbruik de man gedood hebben.
Het tweede en derde deel wordt verteld door de ogen van Loes, het meisje dat slachtoffer zou zijn geweest van dat seksuele geweld. Met haar moeder, die een gevangenisstraf heeft uitgezeten, en twee mannen die al heel lang inwonen bij de moeder van Loes, is ze naar een eilandje aan de rand van de wereld verhuisd, waar ze een nieuw leven willen beginnen. In het derde deel keert Loes terug naar Nederland om daar een studie te gaan volgen. Pas dan achterhaalt ze de schokkende waarheid rondom die moord.
Het duister dat ons scheidt is een verrassend boek over daders en slachtoffers, over opoffering en over waarheid en leugen.";"""liefde"",""misdaad"",""op-zoek-naar-je-wortels"",""ouders-en-kinderen"",""rebellie"",""school"",""vrouwenstrijd""";3;;;;;
Reddende engel;https://media.s-bol.com/P5KjR9olyqW6/9QX4Ap8/168x112.jpg;Renate;Dorrestein;;2017;;253;Een vrouw, verlaten door haar man, komt terecht in een geÃ¯soleerd liggende boerderij waar een gezin om probeert te gaan met het dodelijk ongeluk dat daar niet zo lang geleden heeft plaatsgevonden.;"Sabine, door haar man ingeruild voor een ""jongere versie"" dringt zich op aan een gezin in een afgelegen boerderij in Zuid Limburg en raakt min of meer onbedoeld verstrikt in de vraag wie er verantwoordelijk is voor het tragische ongeval (was het wel een ongeval?!) dat daar heeft plaatsgevonden. In de week die ze er doorbrengt, wordt de situatie steeds schimmiger, maar komt ze wel steeds meer over zichzelf te weten!";"""de-adolescent"",""eenzaamheid"",""humor"",""liefde"",""misdaad"",""ouders-en-kinderen"",""rebellie"",""ziekte-en-dood"",""vrouwenstrijd""";3;;;;;
De leesclub;https://media.s-bol.com/m021Yw8Yw14r/o6263N/128x210.jpg;Renate;Dorrestein;;2010;;115;Zeven vriendinnen maken een 'literaire cruise' onder leiding van hun favoriete auteur. Maar al vanaf het moment van inschepen gaat het helemaal mis...;Een groepje opmerkelijke oudere dames gaat op literaire cruise onder leiding van hun favoriete auteur en laten zich daarbij sponsoren door een whiskymerk. De cruise verloopt dramatisch, maar de drank blijft vloeien! Het boek bevat behalve dit vrolijke verhaal ook een aardig complete reisgids over Schotland. De -vaak komische - informatie over Schotland wordt via voetnoten in de verhaaltekst gepresenteerd: je kunt die voetnoten het beste maar negeren en ze achteraf allemaal achter elkaar lezen.;"""andere-plaatsen-andere-tijden"",""humor"",""kunst-en-kunstenaar"",""misdaad"",""rebellie"",""ziekte-en-dood"",""vrouwenstrijd""";3;;;;;
Het hemelse gerecht;https://media.s-bol.com/Yk2mYkrX1N2/132x210.jpg;Renate;Dorrestein;;1990;;186;Twee zusters, één man. Verder doen Ange en Irthe wat vrouwen sinds de dageraad der schepping doen: zij zorgen ervoor dat de mens kan eten. In hun restaurant koken ze de sterren van de hemel. Maar het is eten of gegeten worden.;"Twee zusters, één man. Verder doen Ange en Irthe wat vrouwen sinds de dageraad der schepping doen: zij zorgen ervoor dat de mens kan eten. In hun restaurant koken ze de sterren van de hemel. Maar het is eten of gegeten worden. Wanneer hun man hen wil verlaten, worden de zusters gedwongen tot iets waarvan de meeste vrouwen slechts dromen. Ze laten hem niet gaan. Ze houden hem. Op water en brood op zolder. Genomineerd voor de Publieksprijs voor het Nederlandse Boek 1992
";;3;;;;Besproken in Literair Lexicon / Eerste druk '91 /;
Echt sexy;https://media.s-bol.com/wKQ7QJ79X9Xg/131x210.jpg;Renate;Dorrestein;;2007;;221;Met Echt sexy begeeft Renate Dorrestein zich ver buiten de gebaande paden van de Nederlandse literatuur. Ze laat zien wat er gebeurt als de volwassenen het laten afweten en kinderen daardoor geen kind meer kunnen zijn.;Wanneer haar beste vriendinnetje Sacha op een dag spoorloos verdwijnt, begint de dertienjarige Fiebie Koolveld aan een lange zwerftocht door de stad, in de hoop haar terug te vinden. Ze belandt in een angstaanjagend universum: beklad met graffiti, behangen met posters van sekslijnen en bevolkt met minderjarige dealers, pimp units en gangsta’s.;;3;;;;;
